order_id,name,order_date,revenue,is_new_customer,click_id,utm_source,utm_medium,utm_campaign
wc_143,#WC143,2025-03-13,15,True,,,,
wc_144,#WC144,2025-03-13,34.6,False,,,,
wc_145,#WC145,2025-03-13,97.19,False,pin__2976,pinterest,cpc,pin_conv
wc_146,#WC146,2025-03-13,33.57,False,,,,
wc_147,#WC147,2025-03-13,58.29,False,,,,
wc_148,#WC148,2025-03-13,35.52,False,,,,
wc_149,#WC149,2025-03-15,29.9,True,,,,
wc_150,#WC150,2025-03-15,69.67,False,,,,
wc_151,#WC151,2025-03-15,50.55,True,,,,
wc_152,#WC152,2025-03-15,64.52,False,pin__1670,pinterest,cpc,pin_aware
wc_153,#WC153,2025-03-15,44.54,True,,,,
wc_154,#WC154,2025-03-15,88.23,True,,,,
wc_155,#WC155,2025-03-15,60.82,True,,,,
wc_156,#WC156,2025-03-15,43.67,False,,,,
wc_157,#WC157,2025-03-16,36.69,True,,,,
wc_158,#WC158,2025-03-16,45.91,True,,,,
wc_159,#WC159,2025-03-16,35.27,False,,,,
wc_160,#WC160,2025-03-16,105.25,False,,,,
wc_161,#WC161,2025-03-16,102.0,False,,,,
wc_162,#WC162,2025-03-16,55.26,False,fbclid_1121,meta,cpc,meta_br
wc_163,#WC163,2025-03-16,88.91,False,,,,
wc_164,#WC164,2025-03-17,76.1,False,,,,
wc_165,#WC165,2025-03-17,69.17,False,,,,
wc_166,#WC166,2025-03-20,30.95,False,,,,
wc_167,#WC167,2025-03-20,85.94,True,,,,
wc_168,#WC168,2025-03-20,65.65,False,,,,
wc_169,#WC169,2025-03-20,127.04,False,,,,
wc_170,#WC170,2025-03-20,88.85,False,fbclid_2193,meta,cpc,meta_ret
wc_171,#WC171,2025-03-21,59.36,True,,,,
wc_172,#WC172,2025-03-22,94.59,True,,,,
wc_173,#WC173,2025-03-22,15,True,fbclid_2055,meta,cpc,meta_conv
wc_174,#WC174,2025-03-22,93.31,False,,,,
wc_175,#WC175,2025-03-22,15.26,False,,,,
wc_176,#WC176,2025-03-22,66.37,True,,,,
wc_177,#WC177,2025-03-22,44.28,True,fbclid_3113,meta,cpc,meta_conv
wc_178,#WC178,2025-03-24,84.54,False,bing__616,bing,cpc,bing_search
wc_179,#WC179,2025-03-24,78.75,True,gclid_3561,google,cpc,goog_pmax
wc_180,#WC180,2025-03-24,108.11,False,,,,
wc_181,#WC181,2025-03-24,33.12,True,fbclid_3201,meta,cpc,meta_br
wc_182,#WC182,2025-03-24,42.43,True,,,,
wc_183,#WC183,2025-03-25,75.27,True,pin__2836,pinterest,cpc,pin_conv
wc_184,#WC184,2025-03-25,42.43,True,,,,
wc_185,#WC185,2025-03-25,15,False,,,,
wc_186,#WC186,2025-03-25,22.77,False,,,,
wc_187,#WC187,2025-03-25,49.41,False,fbclid_1920,meta,cpc,meta_br
wc_188,#WC188,2025-03-25,39.27,False,,,,
wc_189,#WC189,2025-03-25,60.34,True,gclid_168,google,cpc,goog_pmax
wc_190,#WC190,2025-03-26,38.51,False,,,,
wc_191,#WC191,2025-03-26,41.42,False,,,,
wc_192,#WC192,2025-03-26,47.82,False,,,,
wc_193,#WC193,2025-03-26,53.74,False,,,,
wc_194,#WC194,2025-03-26,20.5,False,,,,
wc_195,#WC195,2025-03-26,45.5,True,,,,
wc_196,#WC196,2025-03-26,79.41,True,,,,
wc_197,#WC197,2025-03-26,114.72,False,,,,
wc_198,#WC198,2025-03-28,51.83,True,,,,
wc_199,#WC199,2025-03-28,48.13,True,fbclid_1868,meta,cpc,meta_br
wc_200,#WC200,2025-03-28,48.45,False,,,,
wc_201,#WC201,2025-03-28,26.51,True,,,,
wc_202,#WC202,2025-03-28,65.07,True,,,,
wc_203,#WC203,2025-03-28,47.71,False,,,,
wc_204,#WC204,2025-03-29,101.64,True,,,,
wc_205,#WC205,2025-03-29,51.21,True,pin__1499,pinterest,cpc,pin_conv
wc_206,#WC206,2025-03-29,29.69,True,,,,
